end_date,school_cycle,start_date,Holdback students (sum).,Incoming students (sum).,School groups (sum).,Schools (sum).,Teachers (sum).,Total students (sum).,oversight_type,grade_study,geography,schooling_type
2023-06-30,2022-2023,2022-08-01,,,151.0,20.0,301.0,2510.0,Public,Technical school,Puebla,Mixed
2023-06-30,2022-2023,2022-08-01,,,7643.0,1343.0,11311.0,239153.0,Public,High school,Puebla,Mixed
2022-06-30,2021-2022,2021-08-01,0.0,2934.0,4.0,6.0,43.0,2934.0,Public,High school,Oaxaca,Remote schooling
2022-06-30,2021-2022,2021-08-01,54.0,18493.0,1239.0,185.0,1217.0,18547.0,Private,Elementary school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,21.0,7755.0,447.0,119.0,1232.0,7776.0,Private,Middle school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,405.0,10335.0,540.0,113.0,1387.0,10740.0,Private,High school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,1267.0,438117.0,25680.0,5306.0,25104.0,439384.0,Public,Elementary school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,906.0,204313.0,11311.0,2525.0,13381.0,205219.0,Public,Middle school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,0.0,277.0,12.0,2.0,22.0,277.0,Public,Technical school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,3802.0,125135.0,4675.0,687.0,9490.0,128937.0,Public,High school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,54.0,18493.0,1239.0,185.0,1217.0,18547.0,Private,Elementary school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,21.0,7755.0,447.0,119.0,1232.0,7776.0,Private,Middle school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,1267.0,438117.0,25680.0,5306.0,25104.0,439384.0,Public,Elementary school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,906.0,204313.0,11311.0,2525.0,13381.0,205219.0,Public,Middle school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,0.0,3744.0,5.0,6.0,37.0,3744.0,Public,High school,Oaxaca,Remote schooling
2023-06-30,2022-2023,2022-08-01,89.0,19467.0,1230.0,184.0,1220.0,19556.0,Private,Elementary school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,56.0,7648.0,412.0,102.0,1118.0,7704.0,Private,Middle school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,818.0,10709.0,551.0,115.0,1426.0,11527.0,Private,High school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,1283.0,436024.0,25582.0,5296.0,24885.0,437307.0,Public,Elementary school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,674.0,187845.0,10807.0,2492.0,12589.0,188519.0,Public,Middle school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,1.0,275.0,12.0,2.0,45.0,276.0,Public,Technical school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,5489.0,126076.0,4721.0,690.0,10097.0,131565.0,Public,High school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,89.0,19467.0,1230.0,184.0,1220.0,19556.0,Private,Elementary school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,56.0,7648.0,412.0,102.0,1118.0,7704.0,Private,Middle school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,1283.0,436024.0,25582.0,5296.0,24885.0,437307.0,Public,Elementary school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,674.0,187845.0,10807.0,2492.0,12589.0,188519.0,Public,Middle school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,6147.0,647.0,243.0,660.0,6147.0,Private,Pre-school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,,387.0,29.0,10.0,11.0,387.0,Private,Nursery school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,,149483.0,10321.0,4506.0,9981.0,149483.0,Public,Pre-school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,,7316.0,414.0,331.0,366.0,7316.0,Public,Nursery school,Oaxaca,On-site education
2022-06-30,2021-2022,2021-08-01,,6147.0,647.0,243.0,660.0,6147.0,Private,Pre-school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,387.0,29.0,10.0,11.0,387.0,Private,Nursery school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,149483.0,10321.0,4506.0,9981.0,149483.0,Public,Pre-school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,7316.0,414.0,331.0,366.0,7316.0,Public,Nursery school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,8221.0,685.0,241.0,721.0,8221.0,Private,Pre-school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,,415.0,37.0,10.0,32.0,415.0,Private,Nursery school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,,150890.0,10400.0,4515.0,10021.0,150890.0,Public,Pre-school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,,7987.0,454.0,344.0,403.0,7987.0,Public,Nursery school,Oaxaca,On-site education
2023-06-30,2022-2023,2022-08-01,,8221.0,685.0,241.0,721.0,8221.0,Private,Pre-school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,415.0,37.0,10.0,32.0,415.0,Private,Nursery school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,150890.0,10400.0,4515.0,10021.0,150890.0,Public,Pre-school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,7987.0,454.0,344.0,403.0,7987.0,Public,Nursery school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,,540.0,113.0,1387.0,10740.0,Private,High school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,,12.0,2.0,22.0,277.0,Public,Technical school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,,,4679.0,693.0,9533.0,131871.0,Public,High school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,,552.0,116.0,1433.0,11561.0,Private,High school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,,12.0,2.0,45.0,276.0,Public,Technical school,Oaxaca,Mixed
2023-06-30,2022-2023,2022-08-01,,,4726.0,696.0,10134.0,135309.0,Public,High school,Oaxaca,Mixed
2022-06-30,2021-2022,2021-08-01,2006.0,1912.0,196.0,5.0,189.0,3918.0,Private,High school,Nuevo León,Remote schooling
2022-06-30,2021-2022,2021-08-01,21761.0,11352.0,76.0,13.0,412.0,33113.0,Public,High school,Nuevo León,Remote schooling
2022-06-30,2021-2022,2021-08-01,6.0,72946.0,3703.0,357.0,3703.0,72952.0,Private,Elementary school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,5.0,31437.0,1510.0,265.0,2931.0,31442.0,Private,Middle school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,600.0,3292.0,295.0,40.0,326.0,3892.0,Private,Technical school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,2055.0,30974.0,1654.0,243.0,3621.0,33029.0,Private,High school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,180.0,507587.0,18384.0,2371.0,18383.0,507767.0,Public,Elementary school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,1063.0,246101.0,8122.0,924.0,13990.0,247164.0,Public,Middle school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,257.0,2239.0,210.0,12.0,403.0,2496.0,Public,Technical school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,6467.0,135080.0,3765.0,284.0,9478.0,141547.0,Public,High school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,6.0,72946.0,3703.0,357.0,3703.0,72952.0,Private,Elementary school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,5.0,31437.0,1510.0,265.0,2931.0,31442.0,Private,Middle school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,180.0,507587.0,18384.0,2371.0,18383.0,507767.0,Public,Elementary school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,1063.0,246101.0,8122.0,924.0,13990.0,247164.0,Public,Middle school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,616.0,1143.0,52.0,7.0,132.0,1759.0,Private,High school,Nuevo León,Remote schooling
2023-06-30,2022-2023,2022-08-01,36970.0,3719.0,418.0,13.0,371.0,40689.0,Public,High school,Nuevo León,Remote schooling
2023-06-30,2022-2023,2022-08-01,47.0,77617.0,3803.0,355.0,3805.0,77664.0,Private,Elementary school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,55.0,33225.0,1542.0,267.0,3060.0,33280.0,Private,Middle school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,662.0,3623.0,291.0,39.0,363.0,4285.0,Private,Technical school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,10642.0,28204.0,1899.0,243.0,3534.0,38846.0,Private,High school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,709.0,505169.0,18502.0,2371.0,19017.0,505878.0,Public,Elementary school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,756.0,241366.0,8120.0,933.0,14099.0,242122.0,Public,Middle school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,269.0,1699.0,112.0,12.0,326.0,1968.0,Public,Technical school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,11366.0,134748.0,3938.0,282.0,9509.0,146114.0,Public,High school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,47.0,77617.0,3803.0,355.0,3805.0,77664.0,Private,Elementary school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,55.0,33225.0,1542.0,267.0,3060.0,33280.0,Private,Middle school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,709.0,505169.0,18502.0,2371.0,19017.0,505878.0,Public,Elementary school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,756.0,241366.0,8120.0,933.0,14099.0,242122.0,Public,Middle school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,29350.0,2162.0,635.0,2160.0,29350.0,Private,Pre-school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,,5633.0,534.0,81.0,133.0,5633.0,Private,Nursery school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,,153379.0,7366.0,2116.0,7352.0,153379.0,Public,Pre-school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,,2971.0,246.0,50.0,137.0,2971.0,Public,Nursery school,Nuevo León,On-site education
2022-06-30,2021-2022,2021-08-01,,29350.0,2162.0,635.0,2160.0,29350.0,Private,Pre-school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,5633.0,534.0,81.0,133.0,5633.0,Private,Nursery school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,153379.0,7366.0,2116.0,7352.0,153379.0,Public,Pre-school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,2971.0,246.0,50.0,137.0,2971.0,Public,Nursery school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,38168.0,2397.0,622.0,2397.0,38168.0,Private,Pre-school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,,6376.0,415.0,74.0,122.0,6376.0,Private,Nursery school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,,159162.0,7438.0,2126.0,7432.0,159162.0,Public,Pre-school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,,3045.0,231.0,47.0,113.0,3045.0,Public,Nursery school,Nuevo León,On-site education
2023-06-30,2022-2023,2022-08-01,,38168.0,2397.0,622.0,2397.0,38168.0,Private,Pre-school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,6376.0,415.0,74.0,122.0,6376.0,Private,Nursery school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,159162.0,7438.0,2126.0,7432.0,159162.0,Public,Pre-school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,3045.0,231.0,47.0,113.0,3045.0,Public,Nursery school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,,295.0,40.0,326.0,3892.0,Private,Technical school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,,1850.0,248.0,3810.0,36947.0,Private,High school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,,210.0,12.0,403.0,2496.0,Public,Technical school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,,,3841.0,297.0,9890.0,174660.0,Public,High school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,,291.0,39.0,363.0,4285.0,Private,Technical school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,,1951.0,250.0,3666.0,40605.0,Private,High school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,,112.0,12.0,326.0,1968.0,Public,Technical school,Nuevo León,Mixed
2023-06-30,2022-2023,2022-08-01,,,4356.0,295.0,9880.0,186803.0,Public,High school,Nuevo León,Mixed
2022-06-30,2021-2022,2021-08-01,4.0,268.0,17.0,4.0,18.0,272.0,Private,High school,Nayarit,Remote schooling
2022-06-30,2021-2022,2021-08-01,0.0,474.0,19.0,6.0,24.0,474.0,Public,High school,Nayarit,Remote schooling
2022-06-30,2021-2022,2021-08-01,8.0,8335.0,486.0,74.0,486.0,8343.0,Private,Elementary school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,35.0,3845.0,199.0,45.0,491.0,3880.0,Private,Middle school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,50.0,944.0,113.0,37.0,197.0,994.0,Private,Technical school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,453.0,8505.0,442.0,83.0,903.0,8958.0,Private,High school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,499.0,126707.0,5307.0,1133.0,5316.0,127206.0,Public,Elementary school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,230.0,59342.0,2804.0,577.0,4743.0,59572.0,Public,Middle school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,1436.0,38392.0,1446.0,191.0,3557.0,39828.0,Public,High school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,8.0,8335.0,486.0,74.0,486.0,8343.0,Private,Elementary school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,35.0,3845.0,199.0,45.0,491.0,3880.0,Private,Middle school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,499.0,126707.0,5307.0,1133.0,5316.0,127206.0,Public,Elementary school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,230.0,59342.0,2804.0,577.0,4743.0,59572.0,Public,Middle school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,3.0,296.0,16.0,4.0,24.0,299.0,Private,High school,Nayarit,Remote schooling
2023-06-30,2022-2023,2022-08-01,0.0,672.0,1.0,6.0,19.0,672.0,Public,High school,Nayarit,Remote schooling
2023-06-30,2022-2023,2022-08-01,8.0,9236.0,492.0,74.0,492.0,9244.0,Private,Elementary school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,27.0,4085.0,199.0,45.0,506.0,4112.0,Private,Middle school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,23.0,691.0,93.0,32.0,165.0,714.0,Private,Technical school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,416.0,8681.0,448.0,79.0,897.0,9097.0,Private,High school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,1206.0,124116.0,5376.0,1139.0,5394.0,125322.0,Public,Elementary school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,476.0,58945.0,2847.0,600.0,4958.0,59421.0,Public,Middle school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,1798.0,40237.0,1506.0,191.0,3644.0,42035.0,Public,High school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,8.0,9236.0,492.0,74.0,492.0,9244.0,Private,Elementary school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,27.0,4085.0,199.0,45.0,506.0,4112.0,Private,Middle school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,1206.0,124116.0,5376.0,1139.0,5394.0,125322.0,Public,Elementary school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,476.0,58945.0,2847.0,600.0,4958.0,59421.0,Public,Middle school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,4141.0,335.0,122.0,332.0,4141.0,Private,Pre-school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,,1560.0,112.0,19.0,32.0,1560.0,Private,Nursery school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,,38827.0,2078.0,994.0,2009.0,38827.0,Public,Pre-school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,,1258.0,92.0,30.0,60.0,1258.0,Public,Nursery school,Nayarit,On-site education
2022-06-30,2021-2022,2021-08-01,,4141.0,335.0,122.0,332.0,4141.0,Private,Pre-school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,1560.0,112.0,19.0,32.0,1560.0,Private,Nursery school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,38827.0,2078.0,994.0,2009.0,38827.0,Public,Pre-school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,1258.0,92.0,30.0,60.0,1258.0,Public,Nursery school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,4717.0,314.0,119.0,334.0,4717.0,Private,Pre-school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,,1516.0,105.0,21.0,30.0,1516.0,Private,Nursery school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,,40542.0,2162.0,1013.0,2125.0,40542.0,Public,Pre-school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,,1231.0,88.0,23.0,42.0,1231.0,Public,Nursery school,Nayarit,On-site education
2023-06-30,2022-2023,2022-08-01,,4717.0,314.0,119.0,334.0,4717.0,Private,Pre-school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,1516.0,105.0,21.0,30.0,1516.0,Private,Nursery school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,40542.0,2162.0,1013.0,2125.0,40542.0,Public,Pre-school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,1231.0,88.0,23.0,42.0,1231.0,Public,Nursery school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,,113.0,37.0,197.0,994.0,Private,Technical school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,,459.0,87.0,921.0,9230.0,Private,High school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,,,1465.0,197.0,3581.0,40302.0,Public,High school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,,93.0,32.0,165.0,714.0,Private,Technical school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,,464.0,83.0,921.0,9396.0,Private,High school,Nayarit,Mixed
2023-06-30,2022-2023,2022-08-01,,,1507.0,197.0,3663.0,42707.0,Public,High school,Nayarit,Mixed
2022-06-30,2021-2022,2021-08-01,62.0,8388.0,33.0,22.0,150.0,8450.0,Public,High school,México,Remote schooling
2022-06-30,2021-2022,2021-08-01,1092.0,153549.0,8731.0,1197.0,8530.0,154641.0,Private,Elementary school,México,On-site education
2022-06-30,2021-2022,2021-08-01,185.0,69459.0,3104.0,621.0,7063.0,69644.0,Private,Middle school,México,On-site education
2022-06-30,2021-2022,2021-08-01,13036.0,77129.0,4682.0,576.0,12014.0,90165.0,Private,High school,México,On-site education
2022-06-30,2021-2022,2021-08-01,1763.0,1563556.0,60987.0,6637.0,60775.0,1565319.0,Public,Elementary school,México,On-site education
2022-06-30,2021-2022,2021-08-01,2962.0,785231.0,24617.0,3342.0,39367.0,788193.0,Public,Middle school,México,On-site education
2022-06-30,2021-2022,2021-08-01,78.0,1411.0,93.0,22.0,469.0,1489.0,Public,Technical school,México,On-site education
2022-06-30,2021-2022,2021-08-01,24505.0,530870.0,14708.0,1647.0,47667.0,555375.0,Public,High school,México,On-site education
2022-06-30,2021-2022,2021-08-01,1092.0,153549.0,8731.0,1197.0,8530.0,154641.0,Private,Elementary school,México,Mixed
2022-06-30,2021-2022,2021-08-01,185.0,69459.0,3104.0,621.0,7063.0,69644.0,Private,Middle school,México,Mixed
2022-06-30,2021-2022,2021-08-01,1763.0,1563556.0,60987.0,6637.0,60775.0,1565319.0,Public,Elementary school,México,Mixed
2022-06-30,2021-2022,2021-08-01,2962.0,785231.0,24617.0,3342.0,39367.0,788193.0,Public,Middle school,México,Mixed
2023-06-30,2022-2023,2022-08-01,152.0,11126.0,50.0,22.0,143.0,11278.0,Public,High school,México,Remote schooling
2023-06-30,2022-2023,2022-08-01,1640.0,161791.0,8814.0,1205.0,8619.0,163431.0,Private,Elementary school,México,On-site education
2023-06-30,2022-2023,2022-08-01,263.0,70115.0,3168.0,630.0,7219.0,70378.0,Private,Middle school,México,On-site education
2023-06-30,2022-2023,2022-08-01,9826.0,83610.0,4341.0,540.0,10845.0,93436.0,Private,High school,México,On-site education
2023-06-30,2022-2023,2022-08-01,1763.0,1539190.0,60757.0,6645.0,60661.0,1540953.0,Public,Elementary school,México,On-site education
2023-06-30,2022-2023,2022-08-01,2764.0,772224.0,24671.0,3369.0,39568.0,774988.0,Public,Middle school,México,On-site education
2023-06-30,2022-2023,2022-08-01,573.0,1358.0,111.0,25.0,395.0,1931.0,Public,Technical school,México,On-site education
2023-06-30,2022-2023,2022-08-01,22649.0,548844.0,14715.0,1651.0,49149.0,571493.0,Public,High school,México,On-site education
2023-06-30,2022-2023,2022-08-01,1640.0,161791.0,8814.0,1205.0,8619.0,163431.0,Private,Elementary school,México,Mixed
2023-06-30,2022-2023,2022-08-01,263.0,70115.0,3168.0,630.0,7219.0,70378.0,Private,Middle school,México,Mixed
2023-06-30,2022-2023,2022-08-01,1763.0,1539190.0,60757.0,6645.0,60661.0,1540953.0,Public,Elementary school,México,Mixed
2023-06-30,2022-2023,2022-08-01,2764.0,772224.0,24671.0,3369.0,39568.0,774988.0,Public,Middle school,México,Mixed
2022-06-30,2021-2022,2021-08-01,,55691.0,5034.0,1848.0,5035.0,55691.0,Private,Pre-school,México,On-site education
2022-06-30,2021-2022,2021-08-01,,4800.0,383.0,61.0,85.0,4800.0,Private,Nursery school,México,On-site education
2022-06-30,2021-2022,2021-08-01,,402037.0,19172.0,5648.0,19096.0,402037.0,Public,Pre-school,México,On-site education
2022-06-30,2021-2022,2021-08-01,,6681.0,769.0,260.0,466.0,6681.0,Public,Nursery school,México,On-site education
2022-06-30,2021-2022,2021-08-01,,55691.0,5034.0,1848.0,5035.0,55691.0,Private,Pre-school,México,Mixed
2022-06-30,2021-2022,2021-08-01,,4800.0,383.0,61.0,85.0,4800.0,Private,Nursery school,México,Mixed
2022-06-30,2021-2022,2021-08-01,,402037.0,19172.0,5648.0,19096.0,402037.0,Public,Pre-school,México,Mixed
2022-06-30,2021-2022,2021-08-01,,6681.0,769.0,260.0,466.0,6681.0,Public,Nursery school,México,Mixed
2023-06-30,2022-2023,2022-08-01,,71904.0,5434.0,1850.0,5421.0,71904.0,Private,Pre-school,México,On-site education
2023-06-30,2022-2023,2022-08-01,,5519.0,359.0,55.0,192.0,5519.0,Private,Nursery school,México,On-site education
2023-06-30,2022-2023,2022-08-01,,419409.0,19084.0,5674.0,19044.0,419409.0,Public,Pre-school,México,On-site education
2023-06-30,2022-2023,2022-08-01,,8705.0,777.0,277.0,466.0,8705.0,Public,Nursery school,México,On-site education
2023-06-30,2022-2023,2022-08-01,,71904.0,5434.0,1850.0,5421.0,71904.0,Private,Pre-school,México,Mixed
2023-06-30,2022-2023,2022-08-01,,5519.0,359.0,55.0,192.0,5519.0,Private,Nursery school,México,Mixed
